projectName;name;pathFile;productionFile;junitVersion;loc;qtdMethods;testSmellName;testSmellMethod;testSmellLineBegin;testSmellLineEnd;methodNameHash;methodNameFullHash;methodCode;methodCodeHash;FullHash
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task20\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;25;1;Conditional Test Logic;sampleCases;19-21;19-21;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task25\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;28;1;Unknown Test;sampleCases;9-25;9-25;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(s.factorize(2).equals(List.of(2)),s.factorize(4).equals(Arrays.asList(2,2)),s.factorize(8).equals(Arrays.asList(2,2,2)),s.factorize(3*19).equals(Arrays.asList(3,19)),s.factorize(3*19*3*19).equals(Arrays.asList(3,3,19,19)),s.factorize(3*19*3*19*3*19).equals(Arrays.asList(3,3,3,19,19,19)),s.factorize(3*19*19*19).equals(Arrays.asList(3,19,19,19)),s.factorize(3*2*3).equals(Arrays.asList(2,3,3)))|if(correct.contains(false)){thrownewAssertionError()|}};49e4181cb874c07afc1afd4150d129fb;947fdecfb1e37fe6c7853ceebd2c9df7
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task25\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;28;1;Conditional Test Logic;sampleCases;22-24;22-24;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task29\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;23;1;Unknown Test;sampleCases;10-20;10-20;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(s.filterByPrefix(newArrayList<>(List.of()),"john").equals(List.of()),s.filterByPrefix(newArrayList<>(Arrays.asList("xxx","asd","xxy","johndoe","xxxAAA","xxx")),"xxx").equals(Arrays.asList("xxx","xxxAAA","xxx")))|if(correct.contains(false)){thrownewAssertionError()|}};6b60a694bae3aab8ed7ec73cd1397e76;d653f20f51e4cc44ab2470b3b6271f09
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task29\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;23;1;Conditional Test Logic;sampleCases;17-19;17-19;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task32\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;31;1;Unknown Test;sampleCases;9-28;9-28;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|Randomrand=newRandom(42)|for(inti=0|i<100|i++){intncoeff=2*(rand.nextInt(3)+1)|List<Double>coeffs=newArrayList<>()|for(intj=0|j<ncoeff|j++){intcoeff=rand.nextInt(20)-10|if(coeff==0){coeff=1|}coeffs.add((double)coeff)|}doublesolution=s.findZero(coeffs)|if(Math.abs(s.poly(coeffs,solution))>1e-4){thrownewAssertionError()|}}};5aa1e636e206b2e8ca722421f143b0a2;f0e86dd3404648d0ab09f8246b77dfe3
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task32\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;31;1;Conditional Test Logic;sampleCases;18-20;18-20;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(coeff==0){coeff=1|};9ef77fe5f896065d43265f2c79fee6e4;abb3eab4ab7512ff6f5830ed786246a1
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task32\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;31;1;Conditional Test Logic;sampleCases;16-22;16-22;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;for(intj=0|j<ncoeff|j++){intcoeff=rand.nextInt(20)-10|if(coeff==0){coeff=1|}coeffs.add((double)coeff)|};8733608173c25611b2a4e4640b1ce094;1d01c91d3ec8b8c5712df24b53ffd5c9
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task32\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;31;1;Conditional Test Logic;sampleCases;24-26;24-26;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(Math.abs(s.poly(coeffs,solution))>1e-4){thrownewAssertionError()|};5752db22eedc9468d04b16835d1d6407;e673f420f342d3e8e3e6b0459fcd2c3c
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task32\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;31;1;Conditional Test Logic;sampleCases;13-27;13-27;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;for(inti=0|i<100|i++){intncoeff=2*(rand.nextInt(3)+1)|List<Double>coeffs=newArrayList<>()|for(intj=0|j<ncoeff|j++){intcoeff=rand.nextInt(20)-10|if(coeff==0){coeff=1|}coeffs.add((double)coeff)|}doublesolution=s.findZero(coeffs)|if(Math.abs(s.poly(coeffs,solution))>1e-4){thrownewAssertionError()|}};ca2af19d32a58a86da80169e395facb3;7e9fe3997a4724b39bf67754ebd53702
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task40\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;29;1;Unknown Test;sampleCases;9-26;9-26;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(!s.triplesSumToZero(newArrayList<>(Arrays.asList(1,3,5,0))),!s.triplesSumToZero(newArrayList<>(Arrays.asList(1,3,5,-1))),s.triplesSumToZero(newArrayList<>(Arrays.asList(1,3,-2,1))),!s.triplesSumToZero(newArrayList<>(Arrays.asList(1,2,3,7))),!s.triplesSumToZero(newArrayList<>(Arrays.asList(1,2,5,7))),s.triplesSumToZero(newArrayList<>(Arrays.asList(2,4,-5,3,9,7))),!s.triplesSumToZero(newArrayList<>(Arrays.asList(1))),!s.triplesSumToZero(newArrayList<>(Arrays.asList(1,3,5,-100))),!s.triplesSumToZero(newArrayList<>(Arrays.asList(100,3,5,-100))))|if(correct.contains(false)){thrownewAssertionError()|}};5d7c98121de998e838266153948cd0ee;07b14eb69483731f015a8f7ecaf8a27e
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task40\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;29;1;Conditional Test Logic;sampleCases;23-25;23-25;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task44\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;31;1;Unknown Test;sampleCases;9-28;9-28;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(Objects.equals(s.changeBase(8,3),"22"),Objects.equals(s.changeBase(9,3),"100"),Objects.equals(s.changeBase(234,2),"11101010"),Objects.equals(s.changeBase(16,2),"10000"),Objects.equals(s.changeBase(8,2),"1000"),Objects.equals(s.changeBase(7,2),"111"))|if(correct.contains(false)){thrownewAssertionError()|}for(intx=2|x<8|x++){if(!Objects.equals(s.changeBase(x,x+1),String.valueOf(x))){thrownewAssertionError()|}}};0bf689f7fae221dd06cfad4326c69744;0f594f4bda69cc7b51936cd7dc47822e
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task44\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;31;1;Conditional Test Logic;sampleCases;20-22;20-22;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task44\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;31;1;Conditional Test Logic;sampleCases;24-26;24-26;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(!Objects.equals(s.changeBase(x,x+1),String.valueOf(x))){thrownewAssertionError()|};d14c6726f233d43f16fc5365ccc0979b;f14ea0fef26114205f5f75970cf7b4fb
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task44\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;31;1;Conditional Test Logic;sampleCases;23-27;23-27;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;for(intx=2|x<8|x++){if(!Objects.equals(s.changeBase(x,x+1),String.valueOf(x))){thrownewAssertionError()|}};0b93b45cf7796f8c06e3ecebf108277b;e9497993e8c16947e7b501272fed1717
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task46\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;24;1;Unknown Test;sampleCases;9-21;9-21;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(s.fib4(5)==4,s.fib4(8)==28,s.fib4(10)==104,s.fib4(12)==386)|if(correct.contains(false)){thrownewAssertionError()|}};2a6307902c457df40f4a25eaa904ce06;8b4bcb8f82a8272b324ce517e0d40c90
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task46\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;24;1;Conditional Test Logic;sampleCases;18-20;18-20;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task48\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;27;1;Unknown Test;sampleCases;9-24;9-24;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(s.isPalindrome(""),s.isPalindrome("aba"),s.isPalindrome("aaaaa"),!s.isPalindrome("zbcd"),s.isPalindrome("xywyx"),!s.isPalindrome("xywyz"),!s.isPalindrome("xywzx"))|if(correct.contains(false)){thrownewAssertionError()|}};a968b9912f51bef44fa2916966d57d9f;1dd55c9c73127e5798f129606244419b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task48\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;27;1;Conditional Test Logic;sampleCases;21-23;21-23;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task5\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;23;1;Unknown Test;sampleCases;9-20;9-20;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(s.intersperse(newArrayList<>(List.of()),7).equals(List.of()),s.intersperse(newArrayList<>(Arrays.asList(5,6,3,2)),8).equals(Arrays.asList(5,8,6,8,3,8,2)),s.intersperse(newArrayList<>(Arrays.asList(2,2,2)),2).equals(Arrays.asList(2,2,2,2,2)))|if(correct.contains(false)){thrownewAssertionError()|}};51d2996f3bddeb3265fa3ee1d114609c;d761cd5c048127b97fef33f004b81ace
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task5\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;23;1;Conditional Test Logic;sampleCases;17-19;17-19;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task55\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;25;1;Unknown Test;sampleCases;9-22;9-22;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(s.fib(10)==55,s.fib(1)==1,s.fib(8)==21,s.fib(11)==89,s.fib(12)==144)|if(correct.contains(false)){thrownewAssertionError()|}};9077ba72d1d71fcc13b8329b7d75c074;2a1790702725fa99e1bb2594ea3299ec
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task55\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;25;1;Conditional Test Logic;sampleCases;19-21;19-21;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task57\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;28;1;Unknown Test;sampleCases;9-25;9-25;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(s.monotonic(newArrayList<>(Arrays.asList(1,2,4,10))),s.monotonic(newArrayList<>(Arrays.asList(1,2,4,20))),!s.monotonic(newArrayList<>(Arrays.asList(1,20,4,10))),s.monotonic(newArrayList<>(Arrays.asList(4,1,0,-10))),s.monotonic(newArrayList<>(Arrays.asList(4,1,1,0))),!s.monotonic(newArrayList<>(Arrays.asList(1,2,3,2,5,60))),s.monotonic(newArrayList<>(Arrays.asList(1,2,3,4,5,60))),s.monotonic(newArrayList<>(Arrays.asList(9,9,9,9))))|if(correct.contains(false)){thrownewAssertionError()|}};b970858842bcd69c358d2f73c0a0a2ba;47b3d643837edc356a57dc240b9022bc
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task57\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;28;1;Conditional Test Logic;sampleCases;22-24;22-24;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task58\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;24;1;Unknown Test;sampleCases;9-21;9-21;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(s.common(newArrayList<>(Arrays.asList(1,4,3,34,653,2,5)),newArrayList<>(Arrays.asList(5,7,1,5,9,653,121))).equals(Arrays.asList(1,5,653)),s.common(newArrayList<>(Arrays.asList(5,3,2,8)),newArrayList<>(Arrays.asList(3,2))).equals(Arrays.asList(2,3)),s.common(newArrayList<>(Arrays.asList(4,3,2,8)),newArrayList<>(Arrays.asList(3,2,4))).equals(Arrays.asList(2,3,4)),s.common(newArrayList<>(Arrays.asList(4,3,2,8)),newArrayList<>(List.of())).equals(List.of()))|if(correct.contains(false)){thrownewAssertionError()|}};a1b93641bb8aaed86d3a781104828f60;c65917dd1e1e1f9ccf09d8c6bfee1d6e
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task58\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;24;1;Conditional Test Logic;sampleCases;18-20;18-20;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task65\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;25;1;Unknown Test;sampleCases;9-22;9-22;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(s.circularShift(100,2).equals("001"),s.circularShift(12,2).equals("12"),s.circularShift(97,8).equals("79"),s.circularShift(12,1).equals("21"),s.circularShift(11,101).equals("11"))|if(correct.contains(false)){thrownewAssertionError()|}};97fbba753b4a6f23104c1b01cbf09612;e104223682cb4647af8e12b9dfff832e
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task65\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;25;1;Conditional Test Logic;sampleCases;19-21;19-21;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task69\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;45;1;Unknown Test;sampleCases;9-42;9-42;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(s.search(newArrayList<>(Arrays.asList(5,5,5,5,1)))==1,s.search(newArrayList<>(Arrays.asList(4,1,4,1,4,4)))==4,s.search(newArrayList<>(Arrays.asList(3,3)))==-1,s.search(newArrayList<>(Arrays.asList(8,8,8,8,8,8,8,8)))==8,s.search(newArrayList<>(Arrays.asList(2,3,3,2,2)))==2,s.search(newArrayList<>(Arrays.asList(2,7,8,8,4,8,7,3,9,6,5,10,4,3,6,7,1,7,4,10,8,1)))==1,s.search(newArrayList<>(Arrays.asList(3,2,8,2)))==2,s.search(newArrayList<>(Arrays.asList(6,7,1,8,8,10,5,8,5,3,10)))==1,s.search(newArrayList<>(Arrays.asList(8,8,3,6,5,6,4)))==-1,s.search(newArrayList<>(Arrays.asList(6,9,6,7,1,4,7,1,8,8,9,8,10,10,8,4,10,4,10,1,2,9,5,7,9)))==1,s.search(newArrayList<>(Arrays.asList(1,9,10,1,3)))==1,s.search(newArrayList<>(Arrays.asList(6,9,7,5,8,7,5,3,7,5,10,10,3,6,10,2,8,6,5,4,9,5,3,10)))==5,s.search(newArrayList<>(List.of(1)))==1,s.search(newArrayList<>(Arrays.asList(8,8,10,6,4,3,5,8,2,4,2,8,4,6,10,4,2,1,10,2,1,1,5)))==4,s.search(newArrayList<>(Arrays.asList(2,10,4,8,2,10,5,1,2,9,5,5,6,3,8,6,4,10)))==2,s.search(newArrayList<>(Arrays.asList(1,6,10,1,6,9,10,8,6,8,7,3)))==1,s.search(newArrayList<>(Arrays.asList(9,2,4,1,5,1,5,2,5,7,7,7,3,10,1,5,4,2,8,4,1,9,10,7,10,2,8,10,9,4)))==4,s.search(newArrayList<>(Arrays.asList(2,6,4,2,8,7,5,6,4,10,4,6,3,7,8,8,3,1,4,2,2,10,7)))==4,s.search(newArrayList<>(Arrays.asList(9,8,6,10,2,6,10,2,7,8,10,3,8,2,6,2,3,1)))==2,s.search(newArrayList<>(Arrays.asList(5,5,3,9,5,6,3,2,8,5,6,10,10,6,8,4,10,7,7,10,8)))==-1,s.search(newArrayList<>(List.of(10)))==-1,s.search(newArrayList<>(Arrays.asList(9,7,7,2,4,7,2,10,9,7,5,7,2)))==2,s.search(newArrayList<>(Arrays.asList(5,4,10,2,1,1,10,3,6,1,8)))==1,s.search(newArrayList<>(Arrays.asList(7,9,9,9,3,4,1,5,9,1,2,1,1,10,7,5,6,7,6,7,7,6)))==1,s.search(newArrayList<>(Arrays.asList(3,10,10,9,2)))==-1)|if(correct.contains(false)){thrownewAssertionError()|}};e5dc4a56124b75beeeb218c57e27c854;baf2273ab9efda3ad0569566684fec9b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task69\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;45;1;Verbose Test;sampleCases;9-42;9-42;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;@TestvoidsampleCases(){Solutions=newSolution()|List<Boolean>correct=Arrays.asList(s.search(newArrayList<>(Arrays.asList(5,5,5,5,1)))==1,s.search(newArrayList<>(Arrays.asList(4,1,4,1,4,4)))==4,s.search(newArrayList<>(Arrays.asList(3,3)))==-1,s.search(newArrayList<>(Arrays.asList(8,8,8,8,8,8,8,8)))==8,s.search(newArrayList<>(Arrays.asList(2,3,3,2,2)))==2,s.search(newArrayList<>(Arrays.asList(2,7,8,8,4,8,7,3,9,6,5,10,4,3,6,7,1,7,4,10,8,1)))==1,s.search(newArrayList<>(Arrays.asList(3,2,8,2)))==2,s.search(newArrayList<>(Arrays.asList(6,7,1,8,8,10,5,8,5,3,10)))==1,s.search(newArrayList<>(Arrays.asList(8,8,3,6,5,6,4)))==-1,s.search(newArrayList<>(Arrays.asList(6,9,6,7,1,4,7,1,8,8,9,8,10,10,8,4,10,4,10,1,2,9,5,7,9)))==1,s.search(newArrayList<>(Arrays.asList(1,9,10,1,3)))==1,s.search(newArrayList<>(Arrays.asList(6,9,7,5,8,7,5,3,7,5,10,10,3,6,10,2,8,6,5,4,9,5,3,10)))==5,s.search(newArrayList<>(List.of(1)))==1,s.search(newArrayList<>(Arrays.asList(8,8,10,6,4,3,5,8,2,4,2,8,4,6,10,4,2,1,10,2,1,1,5)))==4,s.search(newArrayList<>(Arrays.asList(2,10,4,8,2,10,5,1,2,9,5,5,6,3,8,6,4,10)))==2,s.search(newArrayList<>(Arrays.asList(1,6,10,1,6,9,10,8,6,8,7,3)))==1,s.search(newArrayList<>(Arrays.asList(9,2,4,1,5,1,5,2,5,7,7,7,3,10,1,5,4,2,8,4,1,9,10,7,10,2,8,10,9,4)))==4,s.search(newArrayList<>(Arrays.asList(2,6,4,2,8,7,5,6,4,10,4,6,3,7,8,8,3,1,4,2,2,10,7)))==4,s.search(newArrayList<>(Arrays.asList(9,8,6,10,2,6,10,2,7,8,10,3,8,2,6,2,3,1)))==2,s.search(newArrayList<>(Arrays.asList(5,5,3,9,5,6,3,2,8,5,6,10,10,6,8,4,10,7,7,10,8)))==-1,s.search(newArrayList<>(List.of(10)))==-1,s.search(newArrayList<>(Arrays.asList(9,7,7,2,4,7,2,10,9,7,5,7,2)))==2,s.search(newArrayList<>(Arrays.asList(5,4,10,2,1,1,10,3,6,1,8)))==1,s.search(newArrayList<>(Arrays.asList(7,9,9,9,3,4,1,5,9,1,2,1,1,10,7,5,6,7,6,7,7,6)))==1,s.search(newArrayList<>(Arrays.asList(3,10,10,9,2)))==-1)|if(correct.contains(false)){thrownewAssertionError()|}};e5dc4a56124b75beeeb218c57e27c854;baf2273ab9efda3ad0569566684fec9b
blg-475-project;SolutionTest;C:\Users\posti\.jnose_projects\blg-475-project\src\test\java\gpt54\task69\SolutionTest.java;C:\Users\posti\.jnose_projects\blg-475-project\src\main\java\gpt54\task8\Solution.java;JUnit5;45;1;Conditional Test Logic;sampleCases;39-41;39-41;7e4fff8d8747d0f0d22203fc2977af69;8f92b84853c224f8cb0dd8ee18874dce;if(correct.contains(false)){thrownewAssertionError()|};2a31cd0f1597a5c837aa604293573ce2;ca916ebbcef280cd4921073daed5951b
